onset	duration	response_time	answer	type
51152	4000	1603	1	 FUNNEL.bmp
59158	4000	1261	1	 HAMMOCK.bmp
67164	4000	1182	1	 BEE.bmp
75152	3000	916	1	 GLOVE.bmp
82157	3000	783	1	 BOTTLE.bmp
89162	4000	888	1	 COMPASS.bmp
97151	4000	1073	1	 DOORKNOB.bmp
105157	4000	922	1	 BOWL.bmp
113163	4000	1558	1	 FLOWER.bmp
121152	3000	1199	1	 CHIMNEY.bmp
128157	4000	1657	0	 FRYINGPA.bmp
136162	3000	1056	1	 ALLIGATO.bmp
143150	3000	1135	1	 DONKEY.bmp
150155	4000	909	1	 CRAB.bmp
158161	4000	1102	1	 DRESSER.bmp
166150	3000	1363	1	 ACCORDIO.bmp
173155	3000	908	1	 GUITAR.bmp
180160	3000	1140	1	 EAGLE.bmp
187149	4000	1268	1	 RAY.bmp
195154	4000	1191	1	 CUP.bmp
203159	3000	1012	1	 DOLPHIN.bmp
210149	4000	1259	1	 ELEPHANT.bmp
218153	4000	1170	1	 FAUCET.bmp
226159	3000	954	1	 ARTICHOK.bmp
233164	3000	1187	1	 CORN.bmp
240152	4000	1316	1	 DRAGONFL.bmp
248158	4000	1396	1	 FORK.bmp
256163	3000	1433	1	 BOOT.bmp
263152	4000	1333	1	 ENVELOPE.bmp
271157	3000	1058	1	 BUTTERFL.bmp
278162	3000	1252	1	 FLAG.bmp
285150	3000	1071	1	 CATERPIL.bmp
292155	3000	1398	1	 DEER.bmp
299160	4000	1283	1	 CHICKEN.bmp
307149	3000	1250	1	 DRESS.bmp
314154	4000	1386	1	 CHEESE.bmp
322160	4000	927	1	 CARROT.bmp
330149	4000	920	1	 APPLE.bmp
338154	4000	914	1	 BICYCLE.bmp
346160	3000	1177	1	 AIRPLANE.bmp
353149	3000	1195	1	 BELT.bmp
360153	4000	975	1	 CLOWN.bmp
368159	4000	864	1	 DOGHOUSE.bmp
376149	4000	900	1	 CLOUD.bmp
384153	4000	864	1	 frenchcr.bmp
392159	3000	1234	1	 BOX.bmp
399149	4000	1121	1	 AXE.bmp
407153	3000	889	1	 CAT.bmp
414158	4000	978	1	 FEATHER.bmp
422164	4000	1126	1	 COAT.bmp
430152	3000	1260	1	 BIRDCAGE.bmp
437158	3000	1081	1	 ASHTRAY.bmp
444162	3000	1064	1	 ACORN.bmp
451151	4000	1081	1	 BENCH.bmp
459156	4000	903	1	 BROOM.bmp
467162	3000	1298	1	 BEAR.bmp
474150	3000	1448	1	 CAP.bmp
481155	4000	969	1	 GORILLA.bmp
489161	3000	1006	1	 BIRDNEST.bmp
496149	3000	1223	1	 FISH.bmp
503154	3000	1894	1	 ANCHOR.bmp
510159	3000	1210	1	 COW.bmp
517164	4000	1692	1	 SCORPION.bmp
525153	4000	1227	1	 CROWN.bmp
533158	3000	1123	1	 BOW.bmp
540163	3000	1128	1	 GARBAGEC.bmp
547152	3000	1430	1	 EYE.bmp
554157	4000	1427	1	 EAR.bmp
562162	4000	1462	1	 FAN.bmp
570151	3000	1168	1	 CANNON.bmp
577156	4000	1170	1	 BRAIN.bmp
585162	3000	1041	1	 ASPARAGU.bmp
592150	3000	1065	0	 CAR.bmp
599155	4000	1078	1	 DUSTPAN.bmp
