onset	duration	response_time	answer	type
31639	2000	1457	1	 ROCKET.bmp
37643	3000	1021	1	 SAW.bmp
44648	2000	743	1	 SHIRT.bmp
50635	3000	1252	1	 SQUIRREL.bmp
57640	2000	1141	1	 KNIFE.bmp
63644	2000	1477	1	 PIANO.bmp
69648	3000	1137	1	 VASE.bmp
76636	3000	1334	1	 SKIRT.bmp
83641	2000	1077	1	 PALMTREE.bmp
89645	2000	1838	1	 NAILFILE.bmp
95650	2000	1184	1	 MONKEY.bmp
101637	2000	1008	1	 PIPE.bmp
107641	3000	1360	1	 NOSE.bmp
114646	3000	1215	1	 LEG.bmp
121635	3000	1361	1	 POT.bmp
128639	3000	1246	1	 PLIERS.bmp
135644	3000	1172	1	 SNAIL.bmp
142649	3000	1593	1	 TIE.bmp
149637	2000	1306	1	 TRACTOR.bmp
155641	2000	2252	1	 SHOE.bmp
161645	3000	1000	1	 TRUMPET.bmp
168650	2000	1536	1	 PICTURE.bmp
174637	2000	2499	1	 SPIDER.bmp
180641	3000	1139	1	 TELEPHON.bmp
187646	3000	1180	1	 HARP.bmp
194635	2000	1546	1	 GLASS.bmp
200638	2000	1081	1	 SOCK.bmp
206643	3000	1565	1	 PANTS.bmp
213647	3000	1176	0	 RAT.bmp
220636	3000	1413	1	 OSTRICH.bmp
227640	2000	879	1	 LIGHTBUL.bmp
233645	2000	1495	1	 RING.bmp
239649	2000	1680	1	 PAINTBRU.bmp
245636	2000	1174	1	 WOLF.bmp
251640	3000	1435	1	 SWAN.bmp
258645	2000	1413	1	 LOCK.bmp
264649	3000	1258	1	 CIGARETT.bmp
271637	3000	2864	1	 PELICAN.bmp
278642	3000	1319	1	 LADDER.bmp
285647	2000	1529	1	 ZEBRA.bmp
291635	3000	1822	1	 MICROSCO.bmp
298639	2000	2222	1	 HARMONIC.bmp
304643	2000	2155	1	 WEATHERV.bmp
310648	2000	1384	1	 HAT.bmp
316635	3000	1251	1	 SCREW.bmp
323640	2000	1448	1	 UMBRELLA.bmp
329644	3000	974	1	 MOON.bmp
336649	3000	1079	1	 PLUG.bmp
343637	2000	1261	1	 WHEEL.bmp
349641	2000	867	1	 MOTORCYC.bmp
355645	2000	1214	1	 WELL.bmp
361649	2000	942	1	 RABBIT.bmp
367637	3000	1138	1	 RULER.bmp
374642	2000	972	0	 HYENA.bmp
380646	3000	910	1	 WINDOW.bmp
387635	3000	1715	1	 WATERING.bmp
394639	2000	1060	1	 LION.bmp
400643	2000	1136	1	 TIGER.bmp
406647	3000	1291	1	 LADYBUG.bmp
413635	3000	796	1	 ski.bmp
420640	2000	795	1	 PEAR.bmp
426644	3000	1143	1	 NECKLACE.bmp
433649	3000	767	1	 SKULL.bmp
440637	2000	1256	1	 NAIL.bmp
446641	3000	1096	1	 SNAKE.bmp
453646	3000	928	1	 STOOL.bmp
460635	3000	1133	1	 Scale.bmp
467639	3000	815	0	 ROOSTER.bmp
474644	2000	1265	1	 SYRINGE.bmp
480648	2000	1609	1	 MOUNTAIN.bmp
486635	2000	1689	1	 LAMP.bmp
492640	3000	1321	1	 PEACOCK.bmp
499644	2000	917	1	 WHIP.bmp
505649	2000	1116	1	 HAMMER.bmp
