onset	duration	response_time	answer	type
31760	2000	929	1	 PANTS.bmp
37748	2000	842	1	 LADDER.bmp
43752	2000	788	1	 KNIFE.bmp
49756	2000	949	1	 TELEPHON.bmp
55760	3000	827	1	 WOLF.bmp
62749	3000	963	1	 SPIDER.bmp
69753	3000	840	1	 ROCKET.bmp
76758	3000	1163	1	 SHIRT.bmp
83747	2000	1007	1	 SAW.bmp
89751	2000	1213	1	 OSTRICH.bmp
95755	3000	1852	1	 MOON.bmp
102760	3000	815	1	 UMBRELLA.bmp
109748	3000	965	1	 PAINTBRU.bmp
116753	2000	844	1	 SNAIL.bmp
122757	3000	1165	1	 PLIERS.bmp
129746	3000	1385	1	 ski.bmp
136750	2000	1041	1	 SCREW.bmp
142755	2000	927	1	 RULER.bmp
148759	3000	970	1	 SHOE.bmp
155747	3000	915	1	 LIGHTBUL.bmp
162752	2000	883	1	 HAT.bmp
168756	2000	1304	1	 PLUG.bmp
174760	3000	1795	1	 TRUMPET.bmp
181748	3000	904	1	 WHEEL.bmp
188753	2000	971	1	 NAIL.bmp
194757	3000	858	1	 MOTORCYC.bmp
201746	3000	937	1	 ZEBRA.bmp
208751	3000	rien	0	 WEATHERV.bmp
215755	2000	1090	1	 PEACOCK.bmp
221760	2000	779	1	 RAT.bmp
227747	3000	856	1	 POT.bmp
234752	3000	763	1	 HAMMER.bmp
241757	2000	1418	1	 NAILFILE.bmp
247746	2000	992	1	 LAMP.bmp
253749	2000	1167	1	 SYRINGE.bmp
259753	2000	1588	1	 ROOSTER.bmp
265757	3000	1064	1	 WINDOW.bmp
272746	2000	756	1	 GLASS.bmp
278749	2000	973	1	 PIANO.bmp
284754	2000	1170	1	 STOOL.bmp
290758	3000	1101	1	 SKULL.bmp
297746	2000	1405	1	 HYENA.bmp
303750	3000	1125	1	 SWAN.bmp
310755	2000	1289	1	 Scale.bmp
316759	2000	1045	1	 WATERING.bmp
322747	3000	1144	1	 HARMONIC.bmp
329752	2000	972	1	 PICTURE.bmp
335756	3000	964	1	 SQUIRREL.bmp
342761	2000	877	1	 PIPE.bmp
348748	3000	1075	1	 WHIP.bmp
355753	3000	815	1	 LEG.bmp
362758	3000	927	1	 LOCK.bmp
369746	2000	1611	1	 TIGER.bmp
375751	3000	856	1	 PEAR.bmp
382755	3000	1189	1	 PELICAN.bmp
389760	2000	1134	1	 MONKEY.bmp
395748	3000	979	1	 LION.bmp
402753	2000	1710	1	 MICROSCO.bmp
408757	3000	1098	0	 RING.bmp
415746	2000	882	1	 TIE.bmp
421749	2000	1114	1	 VASE.bmp
427754	2000	891	1	 SOCK.bmp
433758	2000	1094	1	 CIGARETT.bmp
439746	3000	1020	1	 NECKLACE.bmp
446750	2000	831	1	 SNAKE.bmp
452754	3000	1327	1	 PALMTREE.bmp
459759	2000	980	1	 MOUNTAIN.bmp
465747	3000	1666	1	 SKIRT.bmp
472752	2000	863	1	 NOSE.bmp
478756	3000	826	1	 TRACTOR.bmp
485761	3000	1018	1	 WELL.bmp
492749	2000	2233	1	 HARP.bmp
498753	2000	1115	1	 RABBIT.bmp
504757	3000	1282	1	 LADYBUG.bmp
