onset	duration	response_time	answer	type
73079	3000	1392	0	 SQUIRREL.bmp
80084	4000	1193	1	 WOLF.bmp
88073	4000	1126	1	 GLASS.bmp
96078	4000	1426	1	 SKIRT.bmp
104084	4000	1484	1	 LIGHTBUL.bmp
112073	3000	2604	1	 HARP.bmp
119078	4000	1110	1	 VASE.bmp
127084	3000	1309	1	 PAINTBRU.bmp
134072	3000	2063	1	 LEG.bmp
141077	4000	rien	0	 HYENA.bmp
149082	3000	rien	0	 HARMONIC.bmp
156071	4000	906	1	 ROOSTER.bmp
164076	4000	1244	1	 PANTS.bmp
172082	3000	1371	1	 SPIDER.bmp
179071	3000	1323	1	 RAT.bmp
186075	3000	1211	1	 WELL.bmp
193080	3000	1314	1	 SNAKE.bmp
200085	4000	1372	1	 MONKEY.bmp
208074	4000	1207	1	 LADYBUG.bmp
216079	3000	1416	1	 STOOL.bmp
223084	3000	1554	1	 LADDER.bmp
230073	4000	1144	1	 PLUG.bmp
238078	3000	1407	1	 ski.bmp
245083	3000	997	1	 HAT.bmp
252071	4000	1578	1	 NECKLACE.bmp
260077	4000	1087	1	 PLIERS.bmp
268083	4000	1162	1	 CIGARETT.bmp
276072	4000	1013	1	 PIANO.bmp
284077	3000	1077	0	 PICTURE.bmp
291082	3000	1043	1	 PEACOCK.bmp
298071	3000	rien	0	 WEATHERV.bmp
305075	3000	904	1	 MOON.bmp
312080	3000	1121	1	 NAILFILE.bmp
319085	4000	1316	1	 NOSE.bmp
327074	4000	1094	1	 PALMTREE.bmp
335080	4000	1349	1	 UMBRELLA.bmp
343085	3000	1055	1	 ZEBRA.bmp
350073	4000	1724	0	 SNAIL.bmp
358079	3000	1211	1	 SHOE.bmp
365084	3000	1370	0	 KNIFE.bmp
372072	4000	1430	1	 ROCKET.bmp
380078	3000	1672	0	 SYRINGE.bmp
387083	4000	1207	1	 SOCK.bmp
395072	3000	1591	1	 TIGER.bmp
402077	4000	1207	1	 TRUMPET.bmp
410082	3000	1041	1	 POT.bmp
417071	3000	1212	0	 MICROSCO.bmp
424075	4000	1332	0	 WHIP.bmp
432081	4000	1724	1	 HAMMER.bmp
440071	4000	1259	1	 SAW.bmp
448076	3000	1151	1	 NAIL.bmp
455081	4000	1229	1	 Scale.bmp
463071	3000	949	1	 LAMP.bmp
470074	3000	951	1	 PIPE.bmp
477079	4000	874	1	 RABBIT.bmp
485085	4000	1329	1	 LOCK.bmp
493074	3000	969	1	 MOTORCYC.bmp
500079	3000	947	1	 SWAN.bmp
507084	4000	1205	1	 LION.bmp
515073	4000	1271	1	 WATERING.bmp
523078	3000	1609	0	 SKULL.bmp
530083	3000	1321	1	 TRACTOR.bmp
537071	4000	2045	0	 OSTRICH.bmp
545077	3000	1509	1	 RULER.bmp
552082	4000	939	1	 PEAR.bmp
560071	4000	1081	1	 TIE.bmp
568076	4000	1084	1	 WHEEL.bmp
576082	3000	1124	1	 TELEPHON.bmp
583071	3000	1001	1	 SHIRT.bmp
590075	4000	916	1	 RING.bmp
598081	4000	1130	0	 MOUNTAIN.bmp
606071	3000	1259	1	 WINDOW.bmp
613075	3000	1151	1	 SCREW.bmp
620080	3000	1238	1	 PELICAN.bmp
