onset	duration	response_time	answer	type
48338	3000	1371	1	 BIRDNEST.bmp
55343	4000	976	1	 CUP.bmp
63332	4000	1235	0	 GORILLA.bmp
71338	4000	1028	1	 EAR.bmp
79343	4000	1290	0	 ENVELOPE.bmp
87332	4000	1470	1	 EYE.bmp
95338	4000	1164	1	 CLOWN.bmp
103344	3000	1386	1	 ELEPHANT.bmp
110332	3000	1252	1	 BOOT.bmp
117337	3000	1141	1	 GUITAR.bmp
124342	3000	1292	1	 FRYINGPA.bmp
131330	4000	1043	1	 BOWL.bmp
139336	3000	1427	1	 DONKEY.bmp
146341	3000	1573	1	 ARTICHOK.bmp
153329	3000	1107	1	 FLOWER.bmp
160334	3000	1184	1	 BUTTERFL.bmp
167339	4000	1848	1	 EAGLE.bmp
175329	3000	1126	1	 GLOVE.bmp
182333	4000	1558	1	 HAMMOCK.bmp
190338	3000	1139	1	 BRAIN.bmp
197343	4000	1280	1	 DRAGONFL.bmp
205332	4000	1198	1	 ACCORDIO.bmp
213338	4000	1078	1	 BICYCLE.bmp
221344	4000	1150	1	 BOW.bmp
229333	4000	957	1	 BOTTLE.bmp
237338	4000	733	1	 CAT.bmp
245344	4000	1719	1	 DUSTPAN.bmp
253333	3000	1266	1	 BEE.bmp
260338	3000	2086	0	 DEER.bmp
267343	4000	1033	1	 FISH.bmp
275332	3000	1118	1	 BEAR.bmp
282337	4000	1684	1	 ASPARAGU.bmp
290342	4000	958	1	 CAR.bmp
298331	3000	917	1	 CANNON.bmp
305336	3000	1293	1	 CLOUD.bmp
312341	4000	1050	1	 FLAG.bmp
320330	4000	884	1	 ALLIGATO.bmp
328336	3000	1037	1	 AIRPLANE.bmp
335341	3000	1283	1	 FEATHER.bmp
342329	3000	988	1	 CHEESE.bmp
349334	4000	1164	1	 DOLPHIN.bmp
357339	3000	1006	1	 CATERPIL.bmp
364329	4000	1214	1	 COAT.bmp
372333	3000	1542	0	 CHIMNEY.bmp
379338	3000	1084	1	 CRAB.bmp
386343	4000	1302	1	 BOX.bmp
394332	4000	1230	1	 DOGHOUSE.bmp
402338	4000	1557	1	 AXE.bmp
410343	3000	1231	1	 frenchcr.bmp
417332	4000	1264	1	 CHICKEN.bmp
425337	3000	1167	1	 DRESS.bmp
432342	4000	1182	1	 ASHTRAY.bmp
440331	3000	906	1	 GARBAGEC.bmp
447336	4000	1504	1	 FAN.bmp
455342	3000	2092	1	 CORN.bmp
462330	4000	1258	1	 SCORPION.bmp
470336	4000	974	1	 FORK.bmp
478341	4000	1149	1	 FAUCET.bmp
486330	3000	1872	1	 FUNNEL.bmp
493335	3000	1268	1	 DRESSER.bmp
500340	4000	1220	1	 CROWN.bmp
508329	3000	1669	1	 ANCHOR.bmp
515334	4000	893	1	 CARROT.bmp
523340	3000	1275	1	 BIRDCAGE.bmp
530329	3000	1148	1	 RAY.bmp
537333	3000	943	1	 BENCH.bmp
544338	3000	1310	0	 COMPASS.bmp
551343	4000	889	1	 APPLE.bmp
559332	3000	1042	1	 ACORN.bmp
566337	4000	994	1	 BELT.bmp
574342	3000	1146	1	 BROOM.bmp
581330	4000	1105	1	 COW.bmp
589336	4000	1491	0	 DOORKNOB.bmp
597342	3000	1804	1	 CAP.bmp
