onset	duration	response_time	answer	type
30923	3000	2367	1	 LADYBUG.bmp
37928	3000	1031	1	 HAMMER.bmp
44917	2000	854	1	 KNIFE.bmp
50921	3000	1102	1	 SHIRT.bmp
57926	2000	967	1	 PAINTBRU.bmp
63914	3000	607	1	 TELEPHON.bmp
70918	3000	1258	1	 LION.bmp
77923	2000	797	1	 STOOL.bmp
83928	2000	815	1	 LADDER.bmp
89915	3000	909	1	 ZEBRA.bmp
96920	2000	1633	1	 WEATHERV.bmp
102924	3000	812	1	 PIANO.bmp
109914	3000	750	1	 SQUIRREL.bmp
116918	2000	1130	0	 HYENA.bmp
122922	3000	834	1	 NECKLACE.bmp
129927	3000	779	1	 PIPE.bmp
136915	2000	788	1	 TRUMPET.bmp
142919	3000	811	1	 SCREW.bmp
149924	3000	843	1	 POT.bmp
156914	2000	952	1	 LEG.bmp
162917	3000	1109	1	 PEACOCK.bmp
169922	3000	850	1	 LAMP.bmp
176927	2000	760	1	 WHEEL.bmp
182914	3000	959	0	 ROOSTER.bmp
189919	3000	1313	1	 OSTRICH.bmp
196924	2000	1078	1	 WOLF.bmp
202928	3000	1015	1	 GLASS.bmp
209917	2000	814	1	 SOCK.bmp
215921	3000	1127	1	 PELICAN.bmp
222926	3000	829	1	 MOTORCYC.bmp
229914	2000	692	1	 HARP.bmp
235919	3000	893	1	 PANTS.bmp
242923	2000	917	1	 MICROSCO.bmp
248928	2000	1138	1	 RAT.bmp
254915	2000	1392	1	 NAIL.bmp
260919	3000	833	1	 RABBIT.bmp
267924	2000	1396	1	 TIGER.bmp
273929	2000	867	1	 MONKEY.bmp
279916	2000	1058	1	 SYRINGE.bmp
285921	2000	1315	0	 NAILFILE.bmp
291925	2000	1039	1	 RULER.bmp
297914	2000	800	1	 SNAKE.bmp
303917	2000	1707	0	 ski.bmp
309921	2000	885	1	 SKULL.bmp
315925	3000	952	1	 CIGARETT.bmp
322914	2000	905	1	 HARMONIC.bmp
328918	2000	rien	0	 PALMTREE.bmp
334922	3000	873	1	 LOCK.bmp
341927	2000	812	1	 NOSE.bmp
347914	3000	856	1	 ROCKET.bmp
354919	2000	926	1	 PLUG.bmp
360924	2000	943	1	 MOUNTAIN.bmp
366928	2000	900	1	 PICTURE.bmp
372915	3000	658	1	 HAT.bmp
379920	3000	743	1	 MOON.bmp
386925	2000	906	1	 Scale.bmp
392914	3000	842	1	 UMBRELLA.bmp
399918	3000	844	1	 LIGHTBUL.bmp
406923	3000	967	1	 WHIP.bmp
413928	3000	896	1	 TRACTOR.bmp
420916	2000	1287	1	 RING.bmp
426920	2000	786	1	 SAW.bmp
432924	3000	907	1	 SNAIL.bmp
439914	2000	992	1	 VASE.bmp
445917	3000	909	1	 SHOE.bmp
452922	3000	729	1	 WATERING.bmp
459927	2000	817	1	 PLIERS.bmp
465914	3000	917	0	 PEAR.bmp
472919	3000	840	1	 SPIDER.bmp
479924	2000	1153	1	 SWAN.bmp
485929	2000	843	1	 WELL.bmp
491916	2000	997	1	 WINDOW.bmp
497920	3000	834	1	 TIE.bmp
504925	2000	1072	1	 SKIRT.bmp
