onset	duration	response_time	answer	type
46125	4000	1946	0	 HAMMOCK.bmp
54130	4000	1365	1	 BENCH.bmp
62136	4000	1182	1	 CRAB.bmp
70125	3000	986	1	 BOWL.bmp
77130	3000	1249	1	 CUP.bmp
84135	3000	1599	0	 ARTICHOK.bmp
91123	3000	1445	0	 BEE.bmp
98128	4000	rien	0	 DEER.bmp
106134	3000	1793	0	 ALLIGATO.bmp
113122	3000	rien	0	 ACCORDIO.bmp
120127	4000	1317	1	 ACORN.bmp
128132	4000	1695	1	 EAGLE.bmp
136122	4000	1283	1	 FORK.bmp
144127	4000	1723	1	 EYE.bmp
152133	3000	1267	1	 AXE.bmp
159122	3000	1592	1	 RAY.bmp
166126	3000	1084	1	 CARROT.bmp
173131	4000	1731	1	 CORN.bmp
181136	3000	1877	1	 FISH.bmp
188125	4000	1584	0	 FRYINGPA.bmp
196130	4000	2222	0	 FUNNEL.bmp
204136	4000	1537	1	 ASHTRAY.bmp
212125	3000	1567	1	 DONKEY.bmp
219130	3000	1461	1	 ANCHOR.bmp
226135	4000	1382	0	 CAR.bmp
234124	4000	1357	1	 CROWN.bmp
242129	3000	2729	1	 DOLPHIN.bmp
249134	4000	1223	1	 FAUCET.bmp
257123	4000	1545	1	 DOGHOUSE.bmp
265129	3000	1783	1	 BELT.bmp
272134	4000	1819	0	 BEAR.bmp
280123	3000	1540	0	 SCORPION.bmp
287128	3000	2395	0	 DRAGONFL.bmp
294133	3000	2009	1	 CAP.bmp
301122	4000	1688	1	 FLAG.bmp
309126	3000	1471	1	 CHICKEN.bmp
316131	3000	1524	1	 frenchcr.bmp
323136	3000	2555	1	 COAT.bmp
330125	4000	1333	1	 BOOT.bmp
338130	4000	1733	1	 BUTTERFL.bmp
346136	3000	1502	1	 GARBAGEC.bmp
353124	4000	1634	1	 BIRDCAGE.bmp
361130	3000	1600	1	 DOORKNOB.bmp
368135	3000	1591	1	 BOX.bmp
375123	4000	2049	0	 GORILLA.bmp
383128	3000	1529	1	 BOTTLE.bmp
390133	4000	1533	1	 CLOWN.bmp
398122	3000	1439	1	 BICYCLE.bmp
405127	3000	1798	1	 BOW.bmp
412132	4000	1915	1	 ASPARAGU.bmp
420122	4000	1333	1	 BIRDNEST.bmp
428127	4000	1815	1	 DRESSER.bmp
436133	3000	2610	1	 FAN.bmp
443122	4000	1341	1	 CHIMNEY.bmp
451126	3000	1299	1	 FLOWER.bmp
458131	3000	1733	1	 BROOM.bmp
465136	3000	2135	1	 ELEPHANT.bmp
472125	4000	rien	0	 DUSTPAN.bmp
480130	3000	1718	1	 GUITAR.bmp
487135	4000	1714	1	 EAR.bmp
495124	3000	1389	1	 APPLE.bmp
502129	3000	1263	1	 CAT.bmp
509134	4000	1147	1	 GLOVE.bmp
517123	4000	1689	0	 ENVELOPE.bmp
525128	4000	1124	1	 CANNON.bmp
533134	4000	1393	1	 COW.bmp
541123	3000	1836	1	 CHEESE.bmp
548128	4000	1539	1	 CLOUD.bmp
556134	3000	1294	1	 DRESS.bmp
563122	4000	1512	1	 BRAIN.bmp
571127	4000	1713	1	 CATERPIL.bmp
579133	3000	1400	1	 FEATHER.bmp
586122	4000	1274	1	 AIRPLANE.bmp
594127	4000	1490	1	 COMPASS.bmp
