onset	duration	response_time	answer	type
37227	2000	999	1	 ROOSTER.bmp
43214	3000	675	1	 MOTORCYC.bmp
50219	2000	878	1	 PLIERS.bmp
56223	3000	837	1	 ski.bmp
63228	2000	949	1	 WEATHERV.bmp
69215	3000	1007	1	 SPIDER.bmp
76220	2000	699	1	 MICROSCO.bmp
82224	2000	714	1	 WHIP.bmp
88228	2000	639	1	 PAINTBRU.bmp
94216	3000	663	1	 SYRINGE.bmp
101221	2000	748	1	 RULER.bmp
107225	3000	814	1	 SCREW.bmp
114214	2000	989	1	 PELICAN.bmp
120217	3000	842	1	 KNIFE.bmp
127222	2000	971	1	 WHEEL.bmp
133226	3000	747	0	 LEG.bmp
140214	2000	654	1	 SNAIL.bmp
146218	3000	758	1	 TRACTOR.bmp
153223	2000	770	1	 PALMTREE.bmp
159227	2000	920	1	 OSTRICH.bmp
165215	2000	885	1	 NAIL.bmp
171219	3000	795	1	 LOCK.bmp
178224	3000	806	1	 PEAR.bmp
185228	3000	920	1	 MOUNTAIN.bmp
192217	3000	755	1	 SKULL.bmp
199222	2000	647	1	 RAT.bmp
205226	2000	625	1	 HAT.bmp
211214	2000	758	1	 NECKLACE.bmp
217217	3000	908	1	 PEACOCK.bmp
224222	2000	716	1	 WOLF.bmp
230226	2000	771	1	 CIGARETT.bmp
236214	2000	742	1	 LIGHTBUL.bmp
242218	3000	734	1	 Scale.bmp
249223	2000	767	1	 WELL.bmp
255227	3000	650	1	 ZEBRA.bmp
262215	3000	771	1	 HARP.bmp
269220	2000	752	1	 SQUIRREL.bmp
275224	3000	840	1	 ROCKET.bmp
282229	3000	882	1	 PIANO.bmp
289217	2000	659	1	 PANTS.bmp
295221	2000	848	1	 HAMMER.bmp
301225	3000	816	1	 RABBIT.bmp
308214	3000	672	1	 GLASS.bmp
315218	2000	672	1	 POT.bmp
321222	3000	654	1	 LADYBUG.bmp
328227	3000	780	1	 TIE.bmp
335215	2000	810	1	 SWAN.bmp
341219	2000	624	1	 SHOE.bmp
347223	3000	764	1	 WATERING.bmp
354228	3000	740	1	 SKIRT.bmp
361216	3000	782	1	 TELEPHON.bmp
368221	2000	767	1	 PLUG.bmp
374225	2000	667	1	 UMBRELLA.bmp
380214	2000	615	1	 PIPE.bmp
386217	3000	635	1	 LADDER.bmp
393222	2000	688	1	 STOOL.bmp
399226	3000	812	1	 MONKEY.bmp
406214	2000	717	1	 SOCK.bmp
412218	2000	812	1	 PICTURE.bmp
418222	3000	792	1	 HYENA.bmp
425227	2000	840	1	 HARMONIC.bmp
431215	2000	923	1	 SNAKE.bmp
437219	3000	822	1	 LAMP.bmp
444224	3000	857	1	 TIGER.bmp
451228	3000	773	1	 LION.bmp
458217	2000	669	1	 SAW.bmp
464221	2000	723	1	 MOON.bmp
470225	3000	764	1	 NOSE.bmp
477214	3000	735	1	 TRUMPET.bmp
484218	3000	804	1	 RING.bmp
491223	2000	1012	1	 NAILFILE.bmp
497227	3000	752	1	 WINDOW.bmp
504215	2000	848	1	 VASE.bmp
510219	3000	607	1	 SHIRT.bmp
